user_id,full_name,state,occupation,pan_clean,pan_valid,aadhaar_clean,aadhaar_valid,date_of_birth_clean,city_clean,monthly_income_clean,signup_timestamp_clean,kyc_status_clean,risk_segment_clean
USR65078,Anamika Chaudhary,Rajasthan,Freelancer,EYKUP2541J,True,871855606283,True,1987-01-09 00:00:00,Jaipur,16714.0,2024-11-10 16:26:00,VERIFIED,LOW
USR37121,Bhavika Thaker,Karnataka,Self Employed,MKYUT2802M,True,015496732243,True,1983-07-29 00:00:00,Bangalore,31824.0,2025-02-16 00:00:00,VERIFIED,LOW
USR64308,Vedant Lalla,West Bengal,Retired,,False,843937681323,True,1990-02-13 00:00:00,Kolkata,10907.0,2026-03-08 00:00:00,VERIFIED,MEDIUM
USR13880,Krisha Borra,Telangana,Farmer,YWBSY7212H,True,,False,2003-09-23 00:00:00,Hyderabad,21188.0,2024-06-29 05:51:04,VERIFIED,LOW
USR56830,Ekapad Dalal,Rajasthan,Business Owner,FPHDL6481K,True,744698471442,True,1960-12-23 00:00:00,Jaipur,22808.0,2024-12-05 18:28:30,VERIFIED,HIGH
USR95322,Advik Sahota,West Bengal,Farmer,QEHZG5598Z,True,738867861215,True,1974-09-25 08:42:24,Kolkata,35085.0,2024-12-03 00:00:00,VERIFIED,HIGH
USR23760,Saksham Dave,Uttar Pradesh,Gig Worker,XSGLB7836O,True,982003027776,True,2003-10-20 16:41:57,Lucknow,28593.0,2024-04-07 00:00:00,VERIFIED,MEDIUM
USR28092,Jack Lanka,Delhi,Freelancer,VANEO2162B,True,995050559108,True,1990-09-14 00:00:00,Delhi,47900.0,2024-12-27 00:00:00,VERIFIED,LOW
USR41268,Onkar Ratta,Punjab,Retired,MTPRE0507U,True,095974642287,True,2006-08-28 00:00:00,Jalandar,35166.0,2024-09-08 00:00:00,PENDING,LOW
USR61809,Arjun Chander,Uttar Pradesh,Freelancer,JAWRM6042P,True,432985168205,True,1987-10-09 02:54:13,Lucknow,13796.0,2025-07-31 01:04:55,VERIFIED,LOW
USR86464,Tanay Sinha,Punjab,Business Owner,HCUCZ8229X,True,446687716426,True,1985-12-29 21:02:19,Ldh,12686.0,2026-01-05 00:00:00,VERIFIED,MEDIUM
USR29929,Yamini Kade,Uttar Pradesh,Business Owner,BZKKN4437J,True,025396904187,True,1978-02-20 00:00:00,Lucknow,42360.0,2025-09-16 00:00:00,PENDING,LOW
USR75086,Caleb Mammen,Punjab,Farmer,JVXFL4848V,True,560545067480,True,2003-08-30 00:00:00,Ldh,47600.0,2025-11-04 21:28:00,PENDING,UNKNOWN
USR78743,Atharvlall,Rajasthan,Self Employed,GUHZF2370F,True,982856210452,True,1970-04-22 00:00:00,Jaipur,18539.0,2024-12-24 00:00:00,PENDING,LOW
USR59316,Prisha Chander,Punjab,Unemployed,XHBKR5403M,True,534910368969,True,1994-02-03 00:00:00,Ludhiana,13300.0,2026-03-07 00:00:00,VERIFIED,LOW
USR90387,Aarna Devi,Rajasthan,Business Owner,TFWBR0265R,True,,False,1988-07-02 00:00:00,Jaipur,24127.0,2025-12-24 00:00:00,VERIFIED,LOW
USR18776,Pushti Sha,Telangana,Student,OGVKP1291Y,True,,False,1966-08-08 00:00:00,Hyderabad,,2025-09-05 00:00:00,VERIFIED,LOW
USR33108,Ekavir Bal,Karnataka,Freelancer,CINIP4289D,True,866127906399,True,1979-09-18 10:30:00,Bangalore,19266.0,2024-03-02 00:00:00,VERIFIED,LOW
USR71267,Noah Wable,Karnataka,Student,WVMOD0360T,True,497610284249,True,1964-04-14 17:35:56,Bangalore,20388.0,2025-06-04 00:00:00,VERIFIED,LOW
USR82470,Owen Nair,Maharashtra,Farmer,DPRST6843S,True,645578891743,True,1972-07-30 00:00:00,Pune,35891.0,2025-06-25 00:00:00,PENDING,MEDIUM
USR91477,Ojas Kumer,Punjab,Unemployed,AXMWY7954C,True,931168320493,True,1961-03-08 00:28:00,Ldh,28545.0,2026-03-25 00:00:00,VERIFIED,LOW
USR86614,Vedika Lanka,Maharashtra,Student,GFSVQ7146K,True,478547789264,True,1968-12-10 02:43:51,Pune,37338.0,2024-04-02 00:00:00,VERIFIED,LOW
USR23635,Tanmayi Sunder,Uttar Pradesh,Gig Worker,DRXCQ2579G,True,796306366826,True,1994-05-25 00:35:46,Lucknow,20317.0,2024-08-08 15:30:14,VERIFIED,MEDIUM
USR63684,Vasana Naidu,Punjab,Freelancer,FYYYZ4211T,True,413928195585,True,1974-04-11 00:00:00,Jalandhar,39085.0,2025-11-30 20:37:22,VERIFIED,LOW
USR40151,Lipika Pant,Punjab,Student,ZCYWL1620R,True,459607504259,True,2004-11-12 14:21:56,Jalandhar,13296.0,,VERIFIED,LOW
USR60198,Nihal Sunder,Karnataka,Student,GMKIH3940L,True,167222122123,True,1992-06-04 11:00:00,Bangalore,39252.0,2025-07-17 00:00:00,VERIFIED,LOW
USR77081,Ethan Dora,Uttar Pradesh,Unemployed,BZDWK4883M,True,394394089450,True,1963-01-03 19:46:00,Lko,31508.0,2024-10-22 10:15:48,VERIFIED,HIGH
USR84077,Neelima Sem,Punjab,Self Employed,DKNSH2914F,True,810082123328,True,1980-12-28 00:00:00,Ludhiana,27515.0,2025-06-11 00:00:00,VERIFIED,MEDIUM
USR59175,Ansh Virk,Maharashtra,Student,AMBPC6856J,True,400683346413,True,1972-03-27 20:01:00,Mumbai,16030.0,2025-02-13 00:00:00,VERIFIED,MEDIUM
USR64276,Upasna Subramanian,Uttar Pradesh,Farmer,OPVCG1908W,True,024162763322,True,1974-09-01 00:00:00,Lucknow,19115.0,2025-03-24 00:00:00,VERIFIED,UNKNOWN
USR64768,Warda Bhasin,Maharashtra,Self Employed,DJJZS1635L,True,137833448545,True,,Mumbai,32936.0,2026-02-22 00:00:00,VERIFIED,UNKNOWN
USR55616,Jasmit Nadkarni,Karnataka,Retired,EGCOO2505G,True,073835878098,True,1993-04-02 00:00:00,Bangalore,17065.0,2025-08-22 00:00:00,VERIFIED,LOW
USR11988,Udarsh Khalsa,Karnataka,Self Employed,RWL1L9015J,False,005370369333,True,1973-09-08 00:00:00,Bangalore,57849.0,2026-03-10 00:00:00,VERIFIED,LOW
USR78571,Gautamisanghvi,Punjab,Student,PXLGX1420K,True,497306999651,True,1977-10-18 00:00:00,Amritsar,25062.0,2024-05-20 16:14:00,VERIFIED,LOW
USR71883,Amara Oak,Karnataka,Retired,OWXKX2821C,True,619501763518,True,1995-09-09 15:52:56,Bangalore,22743.0,2025-04-30 00:00:00,REJECTED,MEDIUM
USR67037,Lucky Konda,Uttar Pradesh,Business Owner,CRHRQ9787A,True,892466941914,True,1991-12-26 00:00:00,Lucknow,18960.0,2024-08-28 09:57:39,VERIFIED,LOW
USR28669,George Dar,Maharashtra,Self Employed,QLRNP1618Y,True,,False,1978-04-01 00:00:00,Mumbai,24646.0,2024-02-10 17:03:22,REJECTED,MEDIUM
USR74087,Qarin Sengupta,Punjab,Salaried,TGCGN4731B,True,507933608333,True,1987-01-26 00:00:00,Amritsar,11942.0,2026-01-15 05:56:00,VERIFIED,MEDIUM
USR97475,Bimala Rao,Telangana,Farmer,ZWIEO8960X,True,581975734236,True,1977-04-08 12:26:05,Hyderabad,,2024-03-26 00:00:00,VERIFIED,LOW
USR29005,Wazir Ghose,Delhi,Student,SVTQR6809M,True,480853410333,True,1993-12-19 00:00:00,Delhi,14463.0,2024-03-12 00:00:00,VERIFIED,LOW
USR78059,Vasana Palla,Maharashtra,Farmer,CALNW0586S,True,754746798970,True,1991-04-27 00:00:00,Mumbai,29828.0,2024-11-23 00:00:00,VERIFIED,LOW
USR15644,Anita Balay,Karnataka,Unemployed,VZJON4073W,True,170203765815,True,1994-05-12 00:00:00,Bangalore,,2025-03-11 00:00:00,VERIFIED,MEDIUM
USR53776,Advaith Sur,Punjab,Gig Worker,ORRQC4341P,True,936833471186,True,1980-08-16 00:00:00,Amritsar,29723.0,2024-10-04 00:00:00,PENDING,LOW
USR35738,Nachiket Saini,Punjab,Retired,MPBCY9061Z,True,292718782869,True,1982-06-19 02:07:43,Ldh,9263.0,2025-04-24 00:00:00,REJECTED,LOW
USR13931,Vrinda Sodhi,Punjab,Salaried,JAXKB7158R,True,232101145647,True,1994-03-10 18:26:00,Jalandhar,13080.0,,VERIFIED,HIGH
USR16890,Unnipurohit,Uttar Pradesh,Farmer,SRFPG7183S,True,128864682279,True,1997-12-05 00:00:00,Lko,19516.0,2024-04-01 12:10:00,VERIFIED,MEDIUM
USR70695,Darsh Rana,Karnataka,Business Owner,HOHLD1406O,True,663470616081,True,1986-05-13 00:00:00,Bangalore,32215.0,2024-06-16 00:00:00,REJECTED,LOW
USR82121,Maanas Kumar,Maharashtra,Student,PHLMO0100D,True,307093238655,True,2000-06-15 00:00:00,Mumbai,50644.0,2024-04-19 00:00:00,VERIFIED,LOW
USR28535,Laban Sinha,Maharashtra,Retired,RFMPF5305S,True,,False,1998-11-28 15:44:00,Pune,23001.0,2024-12-31 23:15:38,PENDING,MEDIUM
USR61312,Manbir Kar,Telangana,Farmer,OYDNZ6406F,True,545126921501,True,2005-03-19 00:00:00,Hyderabad,43301.0,2025-02-04 00:00:00,REJECTED,LOW
USR88971,Aahana Goda,Punjab,Student,KAPYK2586P,True,815430708070,True,1963-08-19 00:00:00,Amritsar,8961.0,2025-03-06 04:52:16,VERIFIED,MEDIUM
USR25394,Urmi Dar,Maharashtra,Retired,WDKKW7243D,True,,False,1983-11-17 00:00:00,Pune,39353.0,2025-03-23 00:00:00,VERIFIED,MEDIUM
USR36110,Bhavya D0Shi,Maharashtra,Freelancer,ZZLBX3053J,True,774946361922,True,1979-07-29 00:00:00,Pune,,2025-11-15 00:00:00,VERIFIED,LOW
USR12524,Yauvani Deep,Maharashtra,Unemployed,QGIWK2792H,True,279292452932,True,1985-01-24 00:00:00,Pune,34793.0,2024-03-28 12:45:00,PENDING,MEDIUM
USR87061,Zayyan Parmar,Karnataka,Retired,OESTV5644M,True,421249135042,True,1994-02-03 00:00:00,Bangalore,34016.0,2024-01-15 00:00:00,REJECTED,LOW
USR70121,Manan Kala,Punjab,Gig Worker,,False,491734893582,True,2003-05-16 10:59:20,Amritsar,12490.0,2025-01-04 13:18:00,VERIFIED,UNKNOWN
USR43558,Bhavya Kala,West Bengal,Student,FMZBB8469X,True,041614978824,True,2005-04-29 00:00:00,Kolkata,26339.0,2026-02-25 18:03:00,VERIFIED,UNKNOWN
USR41850,Anamika Jayaraman,Maharashtra,Unemployed,ZWSDQ5958Z,True,366997497248,True,2004-11-19 00:00:00,Pune,22599.0,2024-03-27 02:50:53,VERIFIED,LOW
USR61425,Rajata Panchal,Punjab,Farmer,FDJQL7637C,True,252492316041,True,1987-11-27 00:00:00,Amritsar,25830.0,2025-02-26 00:00:00,VERIFIED,LOW
USR11654,Shivansh Dhar,Uttar Pradesh,Business Owner,VJCFR9167X,True,,False,1986-03-23 00:00:00,Lucknow,19879.0,2024-02-05 00:00:00,VERIFIED,LOW
USR60435,Manan Desai,Uttar Pradesh,Self Employed,CZDOZ3023Y,True,,False,1971-11-14 00:00:00,Lucknow,13100.0,2025-05-20 00:00:00,PENDING,LOW
USR97911,Aarush Hora,Karnataka,Freelancer,UJAKN1892R,True,889800106898,True,1974-09-25 00:00:00,Bangalore,23895.0,2025-09-17 00:00:00,VERIFIED,LOW
USR96415,Aadi Batta,Karnataka,Gig Worker,JYKPY8685U,True,801249909011,True,1975-05-10 00:00:00,Bangalore,16142.0,2024-08-20 00:00:00,VERIFIED,MEDIUM
USR41370,Lajita Mammen,Punjab,Farmer,TCFIS9755D,True,047045008750,True,1969-05-19 00:00:00,Ludhiana,74744.0,2024-04-06 00:00:00,VERIFIED,MEDIUM
USR46200,Bakhshi Sah0Ta,Telangana,Gig Worker,WALTW7577C,True,201060880121,True,2001-10-04 00:00:00,Hyderabad,24694.0,2024-07-26 00:00:00,VERIFIED,LOW
USR30125,Dakshesh Dhaliwal,Rajasthan,Business Owner,AFYDX3604O,True,,False,1993-02-05 00:00:00,Jaipur,22236.0,,REJECTED,LOW
USR51640,Hitesh Raj,Maharashtra,Business Owner,UCIYS7654M,True,,False,1997-12-27 18:30:00,Mumbai,65510.0,2025-05-07 00:00:00,REJECTED,LOW
USR26148,Tarak Butala,Karnataka,Salaried,LSMZC5449O,True,594773990154,True,1988-08-07 00:00:00,Bangalore,30461.0,,VERIFIED,HIGH
USR72127,Turvi Grover,Rajasthan,Retired,CQVNW6926I,True,192610278127,True,1989-04-19 03:38:20,Jaipur,15633.0,2024-08-03 00:38:25,VERIFIED,MEDIUM
USR96477,Tanveer Narula,Tamil Nadu,Retired,SDAVW9214Z,True,097914045328,True,1972-07-15 16:27:00,Chennai,14759.0,2026-01-27 00:00:00,REJECTED,LOW
USR18944,Mekhala Golla,Tamil Nadu,Farmer,UWTIE0098,False,885036777734,True,1991-07-25 08:59:00,Chennai,26904.0,,VERIFIED,LOW
USR38760,Lajita Dewan,West Bengal,Salaried,IRKEM1603,False,604812343829,True,1962-08-09 00:00:00,Kolkata,9392.0,2025-03-22 00:00:00,VERIFIED,LOW
USR35147,Krishna Deo,Punjab,Salaried,HWFFO1057B,True,517870181300,True,1973-11-24 00:00:00,Ldh,50039.0,2026-01-04 00:00:00,VERIFIED,HIGH
USR23153,Elijah Golla,Punjab,Salaried,RCL1Y8260J,False,,False,1997-05-23 00:00:00,Jalandar,25280.0,2024-08-19 00:00:00,REJECTED,LOW
USR14736,Harini Keer,Maharashtra,Retired,SQFFV1099G,True,900845213060,True,1969-07-11 00:00:00,Mumbai,29346.0,,VERIFIED,MEDIUM
USR26503,Ranbir Mannan,Punjab,Farmer,UCYSG5949W,True,445635673241,True,2006-02-08 00:00:00,Amritsar,9785.0,2025-07-25 13:14:02,PENDING,LOW
USR55516,Yutika Ravi,West Bengal,Unemployed,HCPGG8914B,True,919840435976,True,1973-06-03 17:15:44,Kolkata,37564.0,2024-10-30 00:00:00,PENDING,LOW
USR45907,Hardik Ramesh,Delhi,Gig Worker,GUXKU9088P,True,625394319187,True,1970-07-22 00:00:00,Delhi,,2025-08-16 00:00:00,VERIFIED,MEDIUM
USR20548,Wridesh Joshi,Maharashtra,Student,TZSQX5220Z,True,031743351796,True,2007-05-12 00:00:00,Mumbai,31338.0,2025-10-01 00:00:00,VERIFIED,LOW
USR63941,Lopa Shanker,Rajasthan,Student,TIVNP2437G,True,474938292882,True,1975-04-08 18:00:48,Jaipur,18089.0,2025-07-12 11:33:35,PENDING,MEDIUM
USR62335,0Rinder Tiwari,Maharashtra,Student,KVIYF7177S,True,,False,1967-11-21 19:55:24,Poona,15492.0,2024-07-08 00:00:00,VERIFIED,MEDIUM
USR82534,Ekalinga Deep,Karnataka,Student,QMKMZ5656K,True,,False,1991-01-11 00:00:00,Bangalore,22070.0,2025-04-22 21:24:00,VERIFIED,LOW
USR28153,Janaki Korpal,Maharashtra,Freelancer,AHFWQ6201Q,True,,False,1974-06-16 00:00:00,Mumbai,11531.0,2025-01-16 11:19:05,VERIFIED,LOW
USR97134,Reva Vaidya,Punjab,Freelancer,HBVQA7004Y,True,,False,1964-05-10 00:00:00,Ldh,55126.0,2025-01-07 00:00:00,PENDING,MEDIUM
USR31953,Ekani Kar,Rajasthan,Unemployed,KRJBG3843A,True,316943402972,True,2002-08-16 00:00:00,Jaipur,,2024-08-05 22:11:10,VERIFIED,MEDIUM
USR18418,Vrishti Chaudry,West Bengal,Student,QRINM1863X,True,179723824180,True,1987-01-08 00:00:00,Kolkata,56033.0,2025-12-04 00:00:00,VERIFIED,HIGH
USR73856,Damini Atwal,Tamil Nadu,Unemployed,0WYDK8338N,False,390411249547,True,1980-05-07 00:00:00,Chennai,36100.0,2025-06-10 00:00:00,VERIFIED,MEDIUM
USR34047,Nirja Goyal,Tamil Nadu,Freelancer,EDJFV6786Z,True,354284252681,True,,Chennai,51334.0,2025-04-21 00:00:00,VERIFIED,HIGH
USR11358,Ria Sampath,Punjab,Business Owner,CBDMJ0910P,True,760403432642,True,2003-10-11 00:00:00,Ludhiana,103450.0,,VERIFIED,LOW
USR64107,Gauri Vora,Maharashtra,Salaried,YBWWC3453,False,870429928177,True,1970-06-30 00:00:00,Poona,12867.0,2025-01-23 02:49:00,VERIFIED,LOW
USR35594,Indira Ramachandran,Tamil Nadu,Farmer,EGAVG3762P,True,,False,1962-04-28 08:43:20,Chennai,19286.0,2024-08-19 00:00:00,VERIFIED,MEDIUM
USR30418,Akshay Sampath,Uttar Pradesh,Unemployed,WNKPD6528H,True,131902883486,True,1965-01-23 00:00:00,Lko,17322.0,2024-09-15 20:50:00,VERIFIED,LOW
USR54584,Chameli Dubey,Maharashtra,Self Employed,CZJQV2137R,True,424702742867,True,2001-07-08 10:32:24,Mumbai,22185.0,2024-09-01 00:00:00,VERIFIED,LOW
USR95700,Deepa Bhalla,Punjab,Business Owner,RTWID8017S,True,474803829105,True,1991-09-12 00:00:00,Amritsar,33200.0,2025-08-06 08:22:00,VERIFIED,LOW
USR78337,Pranit Oza,Uttar Pradesh,Gig Worker,NZBEB2190H,True,618150795338,True,1988-12-02 00:00:00,Lucknow,22457.0,2024-07-24 00:00:00,VERIFIED,MEDIUM
USR55461,Unnatikeer,Punjab,Business Owner,FQVDC8747O,True,373868774560,True,2001-11-25 00:00:00,Jalandhar,28600.0,2025-07-10 00:00:00,REJECTED,LOW
USR99445,Krisha Seshadri,Delhi,Business Owner,HFMYY3894Z,True,769553266511,True,2001-09-17 00:00:00,Delhi,48549.0,2024-01-19 00:00:00,VERIFIED,MEDIUM
USR26939,Samuelmitter,Punjab,Retired,KIWOV8722C,True,633005029504,True,1998-12-04 00:00:00,Amritsar,24100.0,2026-02-06 00:00:00,VERIFIED,HIGH
USR65086,Shivansh Prasad,Punjab,Freelancer,MRRMZ0743S,True,,False,1962-03-10 20:30:53,Ludhiana,20739.0,2024-07-06 03:48:49,REJECTED,LOW
USR51330,Manya Bali,Maharashtra,Student,SKOUH9200Y,True,019951099623,True,1972-10-30 00:00:00,Pune,30214.0,2025-11-04 21:49:04,VERIFIED,LOW
USR34172,Faras Warrior,Maharashtra,Self Employed,ZWOCQ9001I,True,054598187074,True,2001-05-10 15:54:00,Mumbai,14529.0,2025-09-16 00:00:00,VERIFIED,MEDIUM
USR35378,Ishita Mane,Punjab,Retired,LZRJS8644Y,True,,False,1981-01-26 18:18:29,Jalandar,,2025-01-01 00:00:00,VERIFIED,MEDIUM
USR28471,Umang Kumer,Rajasthan,Freelancer,LBEYE6919S,True,,False,1991-02-13 05:37:51,Jaipur,13774.0,2025-11-11 00:00:00,VERIFIED,MEDIUM
USR65406,Bhavini Solanki,Rajasthan,Unemployed,JVEIG3097A,True,088850972945,True,1960-08-11 00:00:00,Jaipur,20271.0,,PENDING,LOW
USR16212,Sanya Sawhney,West Bengal,Freelancer,TBUDL4683R,True,204949751167,True,2001-07-23 00:00:00,Kolkata,13924.0,2024-09-22 17:09:54,VERIFIED,MEDIUM
USR60904,Suhani Oza,Punjab,Self Employed,WYWQI1618A,True,519863482284,True,1996-03-21 15:32:20,Ldh,64722.0,2026-03-31 00:00:00,VERIFIED,LOW
USR68308,Sim0N Ramanathan,Delhi,Gig Worker,LQESD0778U,True,755842264622,True,2005-10-17 00:00:00,Delhi,22653.0,2025-02-15 00:00:00,VERIFIED,MEDIUM
USR73563,Unnati Kala,Maharashtra,Freelancer,MFVPE2019P,True,,False,1969-06-19 00:00:00,Mumbai,24100.0,,PENDING,LOW
USR50077,Fiyaz Sunder,Tamil Nadu,Farmer,SGQUO5647,False,236728535785,True,1962-05-11 03:54:34,Chennai,15682.0,2024-11-28 18:59:06,PENDING,LOW
USR81075,Ishani Naidu,Uttar Pradesh,Unemployed,LOLHX7170K,True,257104790985,True,2004-02-17 00:00:00,Lucknow,40563.0,2024-12-22 23:51:00,VERIFIED,HIGH
USR93584,Neel Deo,Maharashtra,Retired,AFBMT0794B,True,,False,1992-08-21 00:00:00,Mumbai,46356.0,2024-08-09 16:28:08,VERIFIED,LOW
USR88185,Vinaya Dora,Maharashtra,Farmer,KIYZN4444E,True,195238355149,True,1982-12-13 00:00:00,Mumbai,18104.0,2024-07-02 00:00:00,VERIFIED,LOW
USR79161,Liam Goyal,Uttar Pradesh,Student,LYIMT9308V,True,816006457893,True,2001-12-07 00:00:00,Lucknow,9335.0,2026-02-21 00:00:00,PENDING,UNKNOWN
USR50757,Barkha Parmer,Tamil Nadu,Self Employed,UNJBD0770C,True,180664357027,True,1967-11-11 00:00:00,Chennai,21395.0,2025-01-23 00:00:00,PENDING,LOW
USR10799,Indira Cheema,Uttar Pradesh,Unemployed,GCEYH8996T,True,014014541696,True,2004-08-04 00:00:00,Lucknow,27782.0,2025-12-28 00:00:00,PENDING,MEDIUM
USR88938,Jagat Kapoor,Tamil Nadu,Freelancer,RCVDY9085U,True,691463251198,True,1994-02-03 00:00:00,Chennai,50341.0,2025-08-03 21:44:39,VERIFIED,MEDIUM
USR22437,Samarth Saraf,Punjab,Farmer,KLAWR0922Q,True,046248566958,True,1978-01-24 06:46:13,Amritsar,12976.0,2024-01-06 00:00:00,VERIFIED,MEDIUM
USR18684,Lipika Balasubramanian,Punjab,Business Owner,UADKZ7560A,True,,False,1966-07-28 00:00:00,Ldh,16244.0,2026-02-11 02:43:34,PENDING,LOW
USR54714,Yochana Nagy,Tamil Nadu,Unemployed,OOSCD5853V,True,,False,1993-03-01 00:00:00,Chennai,27270.0,2024-12-16 00:00:00,VERIFIED,MEDIUM
USR46227,Vyanjana Dewan,Punjab,Freelancer,FLWTU6763C,True,181421437210,True,1982-02-19 00:00:00,Jalandar,29239.0,2024-12-27 20:02:00,VERIFIED,LOW
USR92736,Krish Ganesh,Maharashtra,Gig Worker,BCYTK0743V,True,,False,2006-04-01 00:00:00,Pune,19462.0,,VERIFIED,LOW
USR68243,Farhan Sarma,West Bengal,Farmer,QDGQV8153T,True,,False,1963-11-14 00:00:00,Kolkata,15953.0,2025-12-01 02:10:39,VERIFIED,LOW
USR54662,Kalpit Johal,Tamil Nadu,Gig Worker,WSIZM8377T,True,,False,2005-01-05 13:31:41,Chennai,69040.0,,VERIFIED,LOW
USR49692,Pranav Ahuja,Uttar Pradesh,Farmer,KNWTL7986M,True,366181592977,True,1988-03-31 00:00:00,Lko,78295.0,2025-01-07 00:00:00,VERIFIED,HIGH
USR78411,Rehaan Singhal,Punjab,Salaried,LVAXX6013A,True,652002839194,True,1965-12-26 23:34:29,Jalandar,40100.0,2025-10-02 00:00:00,VERIFIED,HIGH
USR45168,David Sachdeva,Uttar Pradesh,Unemployed,JKJJV1240S,True,041915466352,True,1979-01-11 12:53:09,Lko,9179.0,2024-04-03 00:00:00,VERIFIED,LOW
USR57891,Timothy Doctor,Uttar Pradesh,Self Employed,DLBXF6631F,True,078337974416,True,1966-10-02 09:25:38,Lucknow,22369.0,2025-11-05 00:00:00,VERIFIED,LOW
USR33040,Gayathri Jani,Delhi,Student,OVLVS3825H,True,586685302431,True,2003-01-02 22:29:25,Delhi,21830.0,2024-11-16 21:41:56,VERIFIED,MEDIUM
USR45432,Yauvani Krishna,Maharashtra,Freelancer,JSLID1691H,True,027372290104,True,,Poona,44208.0,2026-02-14 00:00:00,PENDING,LOW
USR88242,Warinder Keer,West Bengal,Retired,GRFUD3392U,True,,False,1975-06-05 00:00:00,Kolkata,33405.0,2024-11-10 00:00:00,VERIFIED,LOW
USR24490,Chandran Rajagopal,Punjab,Freelancer,WEERX9254V,True,741184421122,True,1990-06-17 00:00:00,Jalandhar,28953.0,2025-11-14 01:38:15,VERIFIED,MEDIUM
USR71493,Eta Shukla,Maharashtra,Farmer,ZXNDJ8595B,True,026817430613,True,2001-05-10 00:00:00,Pune,14758.0,2025-06-09 00:00:00,REJECTED,LOW
USR74942,Anamika Bora,Telangana,Retired,CVTXW4518J,True,495888415507,True,1980-05-24 06:20:19,Hyderabad,,2025-04-05 00:00:00,VERIFIED,LOW
USR52453,Tanveer Bora,West Bengal,Retired,SRYFE1748M,True,637410869152,True,,Kolkata,15729.0,2026-01-10 00:00:00,VERIFIED,MEDIUM
USR72124,Triya Walia,Tamil Nadu,Retired,NRPMD1578I,True,009852293674,True,1995-06-18 00:00:00,Chennai,12432.0,,VERIFIED,LOW
